Exch,ExchType,Scripcode,Name,Series,Expiry,CpType,Strikerate,WireCat,ISIN,Fullname,LotSize,AllowedToTrade,QtyLimit,Multiplier,Underlyer,Root,TickSize
N,D,54932,NIFTY 17 Nov 2022 CE 17600.00,XX,17-11-2022 14:30,CE,17600, ,NIFTY,NIFTY 17 Nov 2022 CE 17600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54935,NIFTY 17 Nov 2022 PE 17600.00,XX,17-11-2022 14:30,PE,17600, ,NIFTY,NIFTY 17 Nov 2022 PE 17600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54936,NIFTY 17 Nov 2022 CE 17650.00,XX,17-11-2022 14:30,CE,17650, ,NIFTY,NIFTY 17 Nov 2022 CE 17650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54937,NIFTY 17 Nov 2022 PE 17650.00,XX,17-11-2022 14:30,PE,17650, ,NIFTY,NIFTY 17 Nov 2022 PE 17650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54938,NIFTY 17 Nov 2022 CE 17700.00,XX,17-11-2022 14:30,CE,17700, ,NIFTY,NIFTY 17 Nov 2022 CE 17700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54975,NIFTY 17 Nov 2022 PE 17700.00,XX,17-11-2022 14:30,PE,17700, ,NIFTY,NIFTY 17 Nov 2022 PE 17700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54976,NIFTY 17 Nov 2022 CE 17750.00,XX,17-11-2022 14:30,CE,17750, ,NIFTY,NIFTY 17 Nov 2022 CE 17750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,54999,NIFTY 17 Nov 2022 PE 17750.00,XX,17-11-2022 14:30,PE,17750, ,NIFTY,NIFTY 17 Nov 2022 PE 17750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55000,NIFTY 17 Nov 2022 CE 17800.00,XX,17-11-2022 14:30,CE,17800, ,NIFTY,NIFTY 17 Nov 2022 CE 17800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55009,NIFTY 17 Nov 2022 PE 17800.00,XX,17-11-2022 14:30,PE,17800, ,NIFTY,NIFTY 17 Nov 2022 PE 17800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55012,NIFTY 17 Nov 2022 CE 17850.00,XX,17-11-2022 14:30,CE,17850, ,NIFTY,NIFTY 17 Nov 2022 CE 17850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55109,NIFTY 29 Dec 2022 CE 18000.00,XX,29-12-2022 14:30,CE,18000, ,NIFTY,NIFTY 29 Dec 2022 CE 18000.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,55110,NIFTY 29 Dec 2022 PE 18000.00,XX,29-12-2022 14:30,PE,18000, ,NIFTY,NIFTY 29 Dec 2022 PE 18000.00,50,Y,2800,1,29-Dec-22,NIFTY,0.05
N,D,55111,NIFTY 29 Jun 2023 CE 18000.00,XX,29-06-2023 14:30,CE,18000, ,NIFTY,NIFTY 29 Jun 2023 CE 18000.00,50,Y,2800,1,29-Jun-23,NIFTY,0.05
N,D,55112,NIFTY 29 Jun 2023 PE 18000.00,XX,29-06-2023 14:30,PE,18000, ,NIFTY,NIFTY 29 Jun 2023 PE 18000.00,50,Y,2800,1,29-Jun-23,NIFTY,0.05
N,D,55113,NIFTY 28 Dec 2023 CE 18000.00,XX,28-12-2023 14:30,CE,18000, ,NIFTY,NIFTY 28 Dec 2023 CE 18000.00,50,Y,2800,1,28-Dec-23,NIFTY,0.05
N,D,55114,NIFTY 28 Dec 2023 PE 18000.00,XX,28-12-2023 14:30,PE,18000, ,NIFTY,NIFTY 28 Dec 2023 PE 18000.00,50,Y,2800,1,28-Dec-23,NIFTY,0.05
N,D,55115,NIFTY 27 Jun 2024 CE 18000.00,XX,27-06-2024 14:30,CE,18000, ,NIFTY,NIFTY 27 Jun 2024 CE 18000.00,50,Y,2800,1,27-Jun-24,NIFTY,0.05
N,D,55116,NIFTY 27 Jun 2024 PE 18000.00,XX,27-06-2024 14:30,PE,18000, ,NIFTY,NIFTY 27 Jun 2024 PE 18000.00,50,Y,2800,1,27-Jun-24,NIFTY,0.05
N,D,55117,NIFTY 26 Dec 2024 CE 18000.00,XX,26-12-2024 14:30,CE,18000, ,NIFTY,NIFTY 26 Dec 2024 CE 18000.00,50,Y,2800,1,26-Dec-24,NIFTY,0.05
N,D,55118,NIFTY 26 Dec 2024 PE 18000.00,XX,26-12-2024 14:30,PE,18000, ,NIFTY,NIFTY 26 Dec 2024 PE 18000.00,50,Y,2800,1,26-Dec-24,NIFTY,0.05
N,D,55119,NIFTY 26 Jun 2025 CE 18000.00,XX,26-06-2025 14:30,CE,18000, ,NIFTY,NIFTY 26 Jun 2025 CE 18000.00,50,Y,2800,1,26-Jun-25,NIFTY,0.05
N,D,55120,NIFTY 26 Jun 2025 PE 18000.00,XX,26-06-2025 14:30,PE,18000, ,NIFTY,NIFTY 26 Jun 2025 PE 18000.00,50,Y,2800,1,26-Jun-25,NIFTY,0.05
N,D,55121,NIFTY 24 Dec 2025 CE 18000.00,XX,24-12-2025 14:30,CE,18000, ,NIFTY,NIFTY 24 Dec 2025 CE 18000.00,50,Y,2800,1,24-Dec-25,NIFTY,0.05
N,D,55122,NIFTY 24 Dec 2025 PE 18000.00,XX,24-12-2025 14:30,PE,18000, ,NIFTY,NIFTY 24 Dec 2025 PE 18000.00,50,Y,2800,1,24-Dec-25,NIFTY,0.05
N,D,55125,NIFTY 17 Nov 2022 PE 18350.00,XX,17-11-2022 14:30,PE,18350, ,NIFTY,NIFTY 17 Nov 2022 PE 18350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55126,NIFTY 17 Nov 2022 CE 18400.00,XX,17-11-2022 14:30,CE,18400, ,NIFTY,NIFTY 17 Nov 2022 CE 18400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55147,NIFTY 17 Nov 2022 PE 18400.00,XX,17-11-2022 14:30,PE,18400, ,NIFTY,NIFTY 17 Nov 2022 PE 18400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55148,NIFTY 17 Nov 2022 CE 18450.00,XX,17-11-2022 14:30,CE,18450, ,NIFTY,NIFTY 17 Nov 2022 CE 18450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55169,NIFTY 17 Nov 2022 PE 18450.00,XX,17-11-2022 14:30,PE,18450, ,NIFTY,NIFTY 17 Nov 2022 PE 18450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55170,NIFTY 17 Nov 2022 CE 18500.00,XX,17-11-2022 14:30,CE,18500, ,NIFTY,NIFTY 17 Nov 2022 CE 18500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55171,NIFTY 17 Nov 2022 PE 18500.00,XX,17-11-2022 14:30,PE,18500, ,NIFTY,NIFTY 17 Nov 2022 PE 18500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55172,NIFTY 17 Nov 2022 CE 18550.00,XX,17-11-2022 14:30,CE,18550, ,NIFTY,NIFTY 17 Nov 2022 CE 18550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55173,NIFTY 17 Nov 2022 PE 18550.00,XX,17-11-2022 14:30,PE,18550, ,NIFTY,NIFTY 17 Nov 2022 PE 18550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55182,NIFTY 17 Nov 2022 CE 18600.00,XX,17-11-2022 14:30,CE,18600, ,NIFTY,NIFTY 17 Nov 2022 CE 18600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55183,NIFTY 17 Nov 2022 PE 18600.00,XX,17-11-2022 14:30,PE,18600, ,NIFTY,NIFTY 17 Nov 2022 PE 18600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55184,NIFTY 17 Nov 2022 CE 18650.00,XX,17-11-2022 14:30,CE,18650, ,NIFTY,NIFTY 17 Nov 2022 CE 18650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55185,NIFTY 17 Nov 2022 PE 18650.00,XX,17-11-2022 14:30,PE,18650, ,NIFTY,NIFTY 17 Nov 2022 PE 18650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55192,NIFTY 17 Nov 2022 CE 18700.00,XX,17-11-2022 14:30,CE,18700, ,NIFTY,NIFTY 17 Nov 2022 CE 18700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55209,NIFTY 17 Nov 2022 PE 18700.00,XX,17-11-2022 14:30,PE,18700, ,NIFTY,NIFTY 17 Nov 2022 PE 18700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55217,NIFTY 17 Nov 2022 CE 18750.00,XX,17-11-2022 14:30,CE,18750, ,NIFTY,NIFTY 17 Nov 2022 CE 18750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55222,NIFTY 17 Nov 2022 PE 18750.00,XX,17-11-2022 14:30,PE,18750, ,NIFTY,NIFTY 17 Nov 2022 PE 18750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55227,NIFTY 17 Nov 2022 CE 18800.00,XX,17-11-2022 14:30,CE,18800, ,NIFTY,NIFTY 17 Nov 2022 CE 18800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55317,NIFTY 17 Nov 2022 PE 18800.00,XX,17-11-2022 14:30,PE,18800, ,NIFTY,NIFTY 17 Nov 2022 PE 18800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55361,NIFTY 17 Nov 2022 PE 19050.00,XX,17-11-2022 14:30,PE,19050, ,NIFTY,NIFTY 17 Nov 2022 PE 19050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55362,NIFTY 17 Nov 2022 CE 19100.00,XX,17-11-2022 14:30,CE,19100, ,NIFTY,NIFTY 17 Nov 2022 CE 19100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55363,NIFTY 17 Nov 2022 PE 19100.00,XX,17-11-2022 14:30,PE,19100, ,NIFTY,NIFTY 17 Nov 2022 PE 19100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55364,NIFTY 17 Nov 2022 CE 19150.00,XX,17-11-2022 14:30,CE,19150, ,NIFTY,NIFTY 17 Nov 2022 CE 19150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55365,NIFTY 17 Nov 2022 PE 19150.00,XX,17-11-2022 14:30,PE,19150, ,NIFTY,NIFTY 17 Nov 2022 PE 19150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55366,NIFTY 17 Nov 2022 CE 19200.00,XX,17-11-2022 14:30,CE,19200, ,NIFTY,NIFTY 17 Nov 2022 CE 19200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55367,NIFTY 17 Nov 2022 PE 19200.00,XX,17-11-2022 14:30,PE,19200, ,NIFTY,NIFTY 17 Nov 2022 PE 19200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55370,NIFTY 17 Nov 2022 CE 19250.00,XX,17-11-2022 14:30,CE,19250, ,NIFTY,NIFTY 17 Nov 2022 CE 19250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55449,NIFTY 27 Oct 2022 CE 20750.00,XX,27-10-2022 14:30,CE,20750, ,NIFTY,NIFTY 27 Oct 2022 CE 20750.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55450,NIFTY 27 Oct 2022 PE 20750.00,XX,27-10-2022 14:30,PE,20750, ,NIFTY,NIFTY 27 Oct 2022 PE 20750.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55451,NIFTY 27 Oct 2022 CE 20800.00,XX,27-10-2022 14:30,CE,20800, ,NIFTY,NIFTY 27 Oct 2022 CE 20800.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55452,NIFTY 27 Oct 2022 PE 20800.00,XX,27-10-2022 14:30,PE,20800, ,NIFTY,NIFTY 27 Oct 2022 PE 20800.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55470,NIFTY 27 Oct 2022 PE 20850.00,XX,27-10-2022 14:30,PE,20850, ,NIFTY,NIFTY 27 Oct 2022 PE 20850.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55481,NIFTY 17 Nov 2022 PE 19250.00,XX,17-11-2022 14:30,PE,19250, ,NIFTY,NIFTY 17 Nov 2022 PE 19250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55482,NIFTY 17 Nov 2022 CE 19300.00,XX,17-11-2022 14:30,CE,19300, ,NIFTY,NIFTY 17 Nov 2022 CE 19300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55483,NIFTY 17 Nov 2022 PE 19300.00,XX,17-11-2022 14:30,PE,19300, ,NIFTY,NIFTY 17 Nov 2022 PE 19300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55484,NIFTY 17 Nov 2022 CE 19350.00,XX,17-11-2022 14:30,CE,19350, ,NIFTY,NIFTY 17 Nov 2022 CE 19350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55529,NIFTY 17 Nov 2022 PE 19400.00,XX,17-11-2022 14:30,PE,19400, ,NIFTY,NIFTY 17 Nov 2022 PE 19400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55540,NIFTY 17 Nov 2022 CE 19450.00,XX,17-11-2022 14:30,CE,19450, ,NIFTY,NIFTY 17 Nov 2022 CE 19450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55551,NIFTY 17 Nov 2022 PE 19450.00,XX,17-11-2022 14:30,PE,19450, ,NIFTY,NIFTY 17 Nov 2022 PE 19450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55552,NIFTY 17 Nov 2022 CE 19500.00,XX,17-11-2022 14:30,CE,19500, ,NIFTY,NIFTY 17 Nov 2022 CE 19500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55553,NIFTY 17 Nov 2022 PE 19500.00,XX,17-11-2022 14:30,PE,19500, ,NIFTY,NIFTY 17 Nov 2022 PE 19500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55570,NIFTY 17 Nov 2022 CE 19550.00,XX,17-11-2022 14:30,CE,19550, ,NIFTY,NIFTY 17 Nov 2022 CE 19550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55571,NIFTY 17 Nov 2022 PE 19550.00,XX,17-11-2022 14:30,PE,19550, ,NIFTY,NIFTY 17 Nov 2022 PE 19550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55572,NIFTY 17 Nov 2022 CE 19600.00,XX,17-11-2022 14:30,CE,19600, ,NIFTY,NIFTY 17 Nov 2022 CE 19600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55691,NIFTY 28 Dec 2023 CE 11000.00,XX,28-12-2023 14:30,CE,11000, ,NIFTY,NIFTY 28 Dec 2023 CE 11000.00,50,Y,2800,1,28-Dec-23,NIFTY,0.05
N,D,55692,NIFTY 27 Jun 2024 CE 11000.00,XX,27-06-2024 14:30,CE,11000, ,NIFTY,NIFTY 27 Jun 2024 CE 11000.00,50,Y,2800,1,27-Jun-24,NIFTY,0.05
N,D,55693,NIFTY 27 Jun 2024 PE 11000.00,XX,27-06-2024 14:30,PE,11000, ,NIFTY,NIFTY 27 Jun 2024 PE 11000.00,50,Y,2800,1,27-Jun-24,NIFTY,0.05
N,D,55694,NIFTY 26 Dec 2024 CE 11000.00,XX,26-12-2024 14:30,CE,11000, ,NIFTY,NIFTY 26 Dec 2024 CE 11000.00,50,Y,2800,1,26-Dec-24,NIFTY,0.05
N,D,55695,NIFTY 26 Dec 2024 PE 11000.00,XX,26-12-2024 14:30,PE,11000, ,NIFTY,NIFTY 26 Dec 2024 PE 11000.00,50,Y,2800,1,26-Dec-24,NIFTY,0.05
N,D,55696,NIFTY 26 Jun 2025 CE 11000.00,XX,26-06-2025 14:30,CE,11000, ,NIFTY,NIFTY 26 Jun 2025 CE 11000.00,50,Y,2800,1,26-Jun-25,NIFTY,0.05
N,D,55697,NIFTY 26 Jun 2025 PE 11000.00,XX,26-06-2025 14:30,PE,11000, ,NIFTY,NIFTY 26 Jun 2025 PE 11000.00,50,Y,2800,1,26-Jun-25,NIFTY,0.05
N,D,55698,NIFTY 24 Dec 2025 CE 11000.00,XX,24-12-2025 14:30,CE,11000, ,NIFTY,NIFTY 24 Dec 2025 CE 11000.00,50,Y,2800,1,24-Dec-25,NIFTY,0.05
N,D,55699,NIFTY 24 Dec 2025 PE 11000.00,XX,24-12-2025 14:30,PE,11000, ,NIFTY,NIFTY 24 Dec 2025 PE 11000.00,50,Y,2800,1,24-Dec-25,NIFTY,0.05
N,D,55700,NIFTY 25 Jun 2026 CE 11000.00,XX,25-06-2026 14:30,CE,11000, ,NIFTY,NIFTY 25 Jun 2026 CE 11000.00,50,Y,2800,1,25-Jun-26,NIFTY,0.05
N,D,55701,NIFTY 25 Jun 2026 PE 11000.00,XX,25-06-2026 14:30,PE,11000, ,NIFTY,NIFTY 25 Jun 2026 PE 11000.00,50,Y,2800,1,25-Jun-26,NIFTY,0.05
N,D,55702,NIFTY 31 Dec 2026 CE 11000.00,XX,31-12-2026 14:30,CE,11000, ,NIFTY,NIFTY 31 Dec 2026 CE 11000.00,50,Y,2800,1,31-Dec-26,NIFTY,0.05
N,D,55703,NIFTY 31 Dec 2026 PE 11000.00,XX,31-12-2026 14:30,PE,11000, ,NIFTY,NIFTY 31 Dec 2026 PE 11000.00,50,Y,2800,1,31-Dec-26,NIFTY,0.05
N,D,55704,NIFTY 17 Nov 2022 PE 19600.00,XX,17-11-2022 14:30,PE,19600, ,NIFTY,NIFTY 17 Nov 2022 PE 19600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55705,NIFTY 17 Nov 2022 CE 19650.00,XX,17-11-2022 14:30,CE,19650, ,NIFTY,NIFTY 17 Nov 2022 CE 19650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55710,NIFTY 17 Nov 2022 PE 19650.00,XX,17-11-2022 14:30,PE,19650, ,NIFTY,NIFTY 17 Nov 2022 PE 19650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55711,NIFTY 17 Nov 2022 CE 19700.00,XX,17-11-2022 14:30,CE,19700, ,NIFTY,NIFTY 17 Nov 2022 CE 19700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55712,NIFTY 17 Nov 2022 PE 19700.00,XX,17-11-2022 14:30,PE,19700, ,NIFTY,NIFTY 17 Nov 2022 PE 19700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55774,NIFTY 17 Nov 2022 PE 20150.00,XX,17-11-2022 14:30,PE,20150, ,NIFTY,NIFTY 17 Nov 2022 PE 20150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55775,NIFTY 17 Nov 2022 CE 20200.00,XX,17-11-2022 14:30,CE,20200, ,NIFTY,NIFTY 17 Nov 2022 CE 20200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55780,NIFTY 17 Nov 2022 PE 20200.00,XX,17-11-2022 14:30,PE,20200, ,NIFTY,NIFTY 17 Nov 2022 PE 20200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55781,NIFTY 17 Nov 2022 CE 20250.00,XX,17-11-2022 14:30,CE,20250, ,NIFTY,NIFTY 17 Nov 2022 CE 20250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55786,NIFTY 17 Nov 2022 PE 20250.00,XX,17-11-2022 14:30,PE,20250, ,NIFTY,NIFTY 17 Nov 2022 PE 20250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55787,NIFTY 17 Nov 2022 CE 20300.00,XX,17-11-2022 14:30,CE,20300, ,NIFTY,NIFTY 17 Nov 2022 CE 20300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55792,NIFTY 17 Nov 2022 PE 20300.00,XX,17-11-2022 14:30,PE,20300, ,NIFTY,NIFTY 17 Nov 2022 PE 20300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55793,NIFTY 17 Nov 2022 CE 20350.00,XX,17-11-2022 14:30,CE,20350, ,NIFTY,NIFTY 17 Nov 2022 CE 20350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55798,NIFTY 17 Nov 2022 PE 20350.00,XX,17-11-2022 14:30,PE,20350, ,NIFTY,NIFTY 17 Nov 2022 PE 20350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55799,NIFTY 17 Nov 2022 CE 20400.00,XX,17-11-2022 14:30,CE,20400, ,NIFTY,NIFTY 17 Nov 2022 CE 20400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55812,NIFTY 17 Nov 2022 PE 20400.00,XX,17-11-2022 14:30,PE,20400, ,NIFTY,NIFTY 17 Nov 2022 PE 20400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55813,NIFTY 17 Nov 2022 CE 20450.00,XX,17-11-2022 14:30,CE,20450, ,NIFTY,NIFTY 17 Nov 2022 CE 20450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55818,NIFTY 17 Nov 2022 PE 20450.00,XX,17-11-2022 14:30,PE,20450, ,NIFTY,NIFTY 17 Nov 2022 PE 20450.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55819,NIFTY 17 Nov 2022 CE 20500.00,XX,17-11-2022 14:30,CE,20500, ,NIFTY,NIFTY 17 Nov 2022 CE 20500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55824,NIFTY 17 Nov 2022 PE 20500.00,XX,17-11-2022 14:30,PE,20500, ,NIFTY,NIFTY 17 Nov 2022 PE 20500.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55825,NIFTY 17 Nov 2022 CE 20550.00,XX,17-11-2022 14:30,CE,20550, ,NIFTY,NIFTY 17 Nov 2022 CE 20550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55836,NIFTY 17 Nov 2022 PE 20550.00,XX,17-11-2022 14:30,PE,20550, ,NIFTY,NIFTY 17 Nov 2022 PE 20550.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55837,NIFTY 17 Nov 2022 CE 20600.00,XX,17-11-2022 14:30,CE,20600, ,NIFTY,NIFTY 17 Nov 2022 CE 20600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55838,NIFTY 17 Nov 2022 PE 20600.00,XX,17-11-2022 14:30,PE,20600, ,NIFTY,NIFTY 17 Nov 2022 PE 20600.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55839,NIFTY 17 Nov 2022 CE 20650.00,XX,17-11-2022 14:30,CE,20650, ,NIFTY,NIFTY 17 Nov 2022 CE 20650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55840,NIFTY 17 Nov 2022 PE 20650.00,XX,17-11-2022 14:30,PE,20650, ,NIFTY,NIFTY 17 Nov 2022 PE 20650.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55841,NIFTY 17 Nov 2022 CE 20700.00,XX,17-11-2022 14:30,CE,20700, ,NIFTY,NIFTY 17 Nov 2022 CE 20700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55854,NIFTY 17 Nov 2022 PE 20700.00,XX,17-11-2022 14:30,PE,20700, ,NIFTY,NIFTY 17 Nov 2022 PE 20700.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55855,NIFTY 17 Nov 2022 CE 20750.00,XX,17-11-2022 14:30,CE,20750, ,NIFTY,NIFTY 17 Nov 2022 CE 20750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55856,NIFTY 17 Nov 2022 PE 20750.00,XX,17-11-2022 14:30,PE,20750, ,NIFTY,NIFTY 17 Nov 2022 PE 20750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55857,NIFTY 17 Nov 2022 CE 20800.00,XX,17-11-2022 14:30,CE,20800, ,NIFTY,NIFTY 17 Nov 2022 CE 20800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55858,NIFTY 17 Nov 2022 PE 20800.00,XX,17-11-2022 14:30,PE,20800, ,NIFTY,NIFTY 17 Nov 2022 PE 20800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55859,NIFTY 17 Nov 2022 CE 20850.00,XX,17-11-2022 14:30,CE,20850, ,NIFTY,NIFTY 17 Nov 2022 CE 20850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55860,NIFTY 17 Nov 2022 PE 20850.00,XX,17-11-2022 14:30,PE,20850, ,NIFTY,NIFTY 17 Nov 2022 PE 20850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55861,NIFTY 17 Nov 2022 CE 20900.00,XX,17-11-2022 14:30,CE,20900, ,NIFTY,NIFTY 17 Nov 2022 CE 20900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55880,NIFTY 17 Nov 2022 PE 20900.00,XX,17-11-2022 14:30,PE,20900, ,NIFTY,NIFTY 17 Nov 2022 PE 20900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,57260,NIFTY 30 Mar 2023 CE 12000.00,XX,30-03-2023 14:30,CE,12000, ,NIFTY,NIFTY 30 Mar 2023 CE 12000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57261,NIFTY 30 Mar 2023 PE 12000.00,XX,30-03-2023 14:30,PE,12000, ,NIFTY,NIFTY 30 Mar 2023 PE 12000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57262,NIFTY 30 Mar 2023 CE 13000.00,XX,30-03-2023 14:30,CE,13000, ,NIFTY,NIFTY 30 Mar 2023 CE 13000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57263,NIFTY 30 Mar 2023 PE 13000.00,XX,30-03-2023 14:30,PE,13000, ,NIFTY,NIFTY 30 Mar 2023 PE 13000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57264,NIFTY 30 Mar 2023 CE 14000.00,XX,30-03-2023 14:30,CE,14000, ,NIFTY,NIFTY 30 Mar 2023 CE 14000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57265,NIFTY 30 Mar 2023 PE 14000.00,XX,30-03-2023 14:30,PE,14000, ,NIFTY,NIFTY 30 Mar 2023 PE 14000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57266,NIFTY 30 Mar 2023 CE 15000.00,XX,30-03-2023 14:30,CE,15000, ,NIFTY,NIFTY 30 Mar 2023 CE 15000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57267,NIFTY 30 Mar 2023 PE 15000.00,XX,30-03-2023 14:30,PE,15000, ,NIFTY,NIFTY 30 Mar 2023 PE 15000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
N,D,57268,NIFTY 30 Mar 2023 CE 16000.00,XX,30-03-2023 14:30,CE,16000, ,NIFTY,NIFTY 30 Mar 2023 CE 16000.00,50,Y,2800,1,30-Mar-23,NIFTY,0.05
